sentence,sentiment,impact,sentiments,impacts,batch,film_title
Sad to see 'scientists' still either refusing to acknowledge electrical involvement in our solar system and universe or plain ignorance of it. ,Negative,Shift in Knowledge,['Negative' 'Negative' 'Negative'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],4,The Jupiter Enigma
I found this a good discovery of facts and understanding of how a tornado is made from physics of nature. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],4,SuperTornado: Anatomy of a Megadisaster
Expected more on the tornado itself but didn't get it. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
We’ve come a long way in our understanding of the physical world in a mere six decades. ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive'],['Not applicable' 'Interest with Science Topic' 'Shift in Knowledge'],4,The Jupiter Enigma
This was excellent but we'll have to see which theories hold up over time. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Interest with Science Topic' 'Engagement with Film'],4,Seeing the Beginning of Time
"Very informative, overall liked it. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Engagement with Film'],4,Solar Superstorms: Journey to the Center of the Sun
Really helps you appreciate just how delicate a balance of many elements it has taken to keep this planet habitable at all! ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Shift in Knowledge'],4,Birth of Planet Earth
Well made and fast paced. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
Imagine one of the science videos from HS and you'll be close. ,Neutral,Engagement with Film,['Neutral' 'Negative' 'Neutral'],['Engagement with Film' 'Engagement with Film' 'Impersonal Report'],4,SuperTornado: Anatomy of a Megadisaster
Very very disappointed. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Birth of Planet Earth
If free electricity hadn't been scuttled by George Westinghouse everything changes. ,Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,Solar Superstorms
"It's inevitable that this occurs, though. ",Neutral,Not applicable,['Neutral' 'Neutral' 'Neutral'],['Not applicable' 'Not applicable' 'Impersonal Report'],4,The Jupiter Enigma
I coulkd only watch about 6 or 7 minutes. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,The Jupiter Enigma
Good documentary ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
"My bottom line is that if you buying this solely for the documentary, I doubt you'll be disappointed. ",Positive,Engagement with Film,['Positive' 'Negative' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk
tired of assuming how old things are. ,Negative,Interest with Science Topic,['Negative' 'Negative' 'Negative'],"['Interest with Science Topic' 'Interest with Science Topic'
 'Interest with Science Topic']",4,The Jupiter Enigma
Informative ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,Solar Superstorms: Journey to the Center of the Sun
"Our beloved theories would work without it, so it has to be there. ",Negative,Interest with Science Topic,['Negative' 'Neutral' 'Negative'],"['Interest with Science Topic' 'Not applicable'
 'Interest with Science Topic']",4,Seeing the Beginning of Time
"One boring voice talking the entire time, just not a particularly compelling viewpoint. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
profitting off a disaster... ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
Informative show about tornados and the men and women who chase them. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Shift in Knowledge'],4,SuperTornado: Anatomy of a Megadisaster
"This is just a solid documentary on how tornadoes form, what made the Joplin tornado so strong and long-lasting, and a little bit of the human drama the aftermath caused. ",Positive,Shift in Knowledge,['Positive' 'Neutral' 'Positive'],['Engagement with Film' 'Impersonal Report' 'Shift in Knowledge'],4,SuperTornado: Anatomy of a Megadisaster
Repeats basic cosmology concepts seen in other documentaries. ,Negative,Engagement with Film,['Negative' 'Negative' 'Neutral'],['Shift in Knowledge' 'Engagement with Film' 'Impersonal Report'],4,Seeing the Beginning of Time
Very informative and about the right length. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Engagement with Film'],4,Solar Superstorms: Journey to the Center of the Sun
very inersting ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],"['Interest with Science Topic' 'Engagement with Film'
 'Engagement with Film']",4,SuperTornado: Anatomy of a Megadisaster
Amazing! ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Impersonal Report' 'Engagement with Film'],4,Birth of Planet Earth
It was well done and interesting and gave me a different view of the sun than I ever had before. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],4,Solar Superstorms: Journey to the Center of the Sun
Having no clue about the subject matter each sentence is spoken the exact same way using the same cadence and hitting each sentence subject with the same emphasis. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time
 The 3D images and side shots really helped explain what is going on. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
It did cover the anatomy of a tornado in a satisfactory way but the personal tragedy part was distracting and boring. ,Positive,Engagement with Film,['Positive' 'Positive' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
None of the 3D here stands out though. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk
I intentionally allowed myself to fall asleep a third of the way in because it was actively disengaging me. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time
"Good use of 3D, but to be honest, more entertainment than education. ",Positive,Engagement with Film,['Negative' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk
plus I'm a space junkie ,Positive,Interest with Science Topic,['Positive' 'Positive' 'Positive'],"['Not applicable' 'Interest with Science Topic'
 'Interest with Science Topic']",4,Space Junk
If you're an art nerd or a trippy smoke a bong person it's worth a worth for some of the images of Jupiter. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,The Jupiter Enigma
Incredible! ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time
 In my opinion the 3D in the movie is not worth the 3D label. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Space Junk
 Documentaries have tried to be too interesting lately. ,Negative,Not applicable,['Negative' 'Negative' 'Negative'],['Not applicable' 'Engagement with Film' 'Not applicable'],4,SuperTornado: Anatomy of a Megadisaster
I had no issue with this. ,Positive,Engagement with Film,['Neutral' 'Positive' 'Positive'],['Engagement with Film' 'Not applicable' 'Engagement with Film'],4,Seeing the Beginning of Time
I just don't have time for Assumptions. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Impersonal Report'],4,Seeing the Beginning of Time
"I’m lost regarding the writing, production and direction of this film. ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
 Too much talk and not enough action. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
The information presented is interesting and relevant. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,Space Junk
Amazing! ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
"A good informative documentary that I felt could have been better organized, in terms of the knowledge obtained from the Juno mission and that obtained from other sources. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,The Jupiter Enigma
 Excellently done! ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
I was pleasantly surprised that it was not only historical but quite informative. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
Just did not find interesting. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
Great images. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time
I learned things that I didn't know about the formation of the solar system. ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Shift in Knowledge'],4,The Jupiter Enigma
Very informative on how a tornado forms. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Shift in Knowledge' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
 Space is dramatic on it's own. ,Negative,Engagement with Film,['Neutral' 'Negative' 'Positive'],['Not applicable' 'Engagement with Film' 'Interest with Science Topic'],4,The Jupiter Enigma
The presentation of the subject in this film is very bad. ,Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,SuperTornado: Anatomy of a Megadisaster
 aparently it is a DOCUMENTARY about solar superstorms. ,Neutral,Impersonal Report,['Neutral' 'Negative' 'Neutral'],['Impersonal Report' 'Engagement with Film' 'Impersonal Report'],4,Solar Superstorms: Journey to the Center of the Sun
 Or that Jupiter's mass is 2.5X that of everything else COLLECTIVELY that orbits the sun? ,Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Interest with Science Topic' 'Shift in Knowledge'],4,The Jupiter Enigma
"Why to producers persist in burying the narration with ""drama music""? ",Negative,Engagement with Film,['Negative' 'Negative' 'Negative'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,Seeing the Beginning of Time
Movie makers go to every length to create unforgettably stunning visual effects. ,Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,The Jupiter Enigma
"Most interesting info, and certainly the first time I had heard about either of these events, but the documentary should have made clear if the knowledge of these events was somehow related to the Juno mission, or even Jupiter at all. ",Positive,Shift in Knowledge,['Positive' 'Positive' 'Positive'],['Shift in Knowledge' 'Shift in Knowledge' 'Interest with Science Topic'],4,The Jupiter Enigma
"Very interesting, wish it was longer. ",Positive,Engagement with Film,['Positive' 'Positive' 'Positive'],['Engagement with Film' 'Engagement with Film' 'Engagement with Film'],4,The Jupiter Enigma
